iter	Logloss
664	0.312506958
665	0.3124945374
666	0.3124431152
667	0.3124273987
668	0.312391449
669	0.3123661194
670	0.3123391113
671	0.3122975159
672	0.3122808533
673	0.3122567749
674	0.3122313538
675	0.3122063293
676	0.3121578979
677	0.3121487122
678	0.3121211853
679	0.3120797119
680	0.3120610046
681	0.3120581055
682	0.3120553284
683	0.3120369263
684	0.3120076904
685	0.3119761658
686	0.3119412537
687	0.3119220581
688	0.3118862305
689	0.3118507996
690	0.3118089294
691	0.3117851868
692	0.3117667236
693	0.3117556152
694	0.3117217407
695	0.3117025452
696	0.3116694641
697	0.3116377563
698	0.3115958862
699	0.3115536194
700	0.3115101929
701	0.3114815063
702	0.3114494629
703	0.311427124
704	0.3114101868
705	0.3113796997
706	0.3113467407
707	0.3113128967
708	0.3112728882
709	0.3112495422
710	0.3112174988
711	0.3111810913
712	0.3111551208
713	0.3111354675
714	0.311118866
715	0.3110961914
716	0.3110704651
717	0.3110630188
718	0.3110437012
719	0.3110076294
720	0.3109788208
721	0.3109639893
722	0.3109246826
723	0.3108840332
724	0.3108541565
725	0.3108245239
726	0.310802887
727	0.3107672119
728	0.3107425537
729	0.3107019653
730	0.3106956177
731	0.3106582642
732	0.3106096497
733	0.310585144
734	0.3105388794
735	0.3105227661
736	0.3105070496
737	0.3104688721
738	0.3104474487
739	0.3104319763
740	0.3103918457
741	0.310380249
742	0.3103403931
743	0.3103061218
744	0.3102810059
745	0.310242981
746	0.3102245483
747	0.3102034912
748	0.3101854248
749	0.3101616211
750	0.3101254578
751	0.3101037598
752	0.3100711365
753	0.3100299683
754	0.3099988708
755	0.3099700012
756	0.3099440308
757	0.3098897095
758	0.309857666
759	0.3098233643
760	0.3098008728
761	0.3097733154
762	0.3097567749
763	0.3097199707
764	0.3096602173
765	0.3096453857
766	0.3096246338
767	0.3096221313
768	0.3095935059
769	0.3095872803
770	0.3095808716
771	0.3095513306
772	0.3095161133
773	0.3094923096
774	0.3094648437
775	0.3094446106
776	0.3094085083
777	0.3093794556
778	0.3093634033
779	0.3093199463
780	0.3092694092
781	0.3092290649
782	0.3091925049
783	0.3091347046
784	0.3091015015
785	0.3090802307
786	0.3090571899
787	0.3090227661
788	0.3089891357
789	0.3089544678
790	0.3089255676
791	0.3089025879
792	0.3088689575
793	0.3088492126
794	0.3088219604
795	0.3087893372
796	0.3087678223
797	0.3087620239
798	0.3087406921
799	0.3087349854
800	0.3087216797
801	0.3086940002
802	0.3086469116
803	0.3086239624
804	0.3085688477
805	0.3085439453
806	0.3084921265
807	0.3084664001
808	0.3084284058
809	0.3084217529
810	0.3084035034
811	0.3083851013
812	0.308346283
813	0.3083104858
814	0.3082881165
815	0.308257843
816	0.3082366333
817	0.3082220459
818	0.3082017822
819	0.3081791077
820	0.3081515503
821	0.3081199646
822	0.308102356
823	0.3080614014
824	0.3080447083
825	0.3080138855
826	0.3080120544
827	0.3079868774
828	0.3079451294
829	0.3079162598
830	0.3078687744
831	0.3078279419
832	0.307797699
833	0.3077726746
834	0.3077390747
835	0.307713501
836	0.3076974487
837	0.3076716919
838	0.3076542969
839	0.307622345
840	0.3076123657
841	0.3076069946
842	0.3075866699
843	0.3075524902
844	0.3075427246
845	0.3075374756
846	0.3075099792
847	0.3074884338
848	0.307483429
849	0.3074549561
850	0.3074371948
851	0.3074129333
852	0.3073783569
853	0.3073344421
854	0.3073016357
855	0.3072694702
856	0.3072424927
857	0.3072233887
858	0.3072216797
859	0.3072048645
860	0.3071871948
861	0.3071585999
862	0.3071378479
863	0.3071102905
864	0.3070812378
865	0.3070570374
866	0.3070343628
867	0.3070179749
868	0.3069961853
869	0.3069451294
870	0.3069118652
871	0.3068623657
872	0.3068410645
873	0.3068095093
874	0.3068049011
875	0.3067970276
876	0.3067850952
877	0.3067496643
878	0.3067111816
879	0.3066791077
880	0.3066486816
881	0.3066108398
882	0.3065681763
883	0.3065553589
884	0.3065256348
885	0.3065067139
886	0.3064764404
887	0.3064391174
888	0.3064236145
889	0.3064055176
890	0.3063743286
891	0.3063451233
892	0.3063197632
893	0.3062990723
894	0.3062762451
895	0.3062468872
896	0.3062255249
897	0.3062102661
898	0.3061911316
899	0.3061752319
900	0.3061603394
901	0.3061196289
902	0.3060758667
903	0.3060448608
904	0.3060129395
905	0.305980957
906	0.3059639282
907	0.3059522705
908	0.3059208984
909	0.3059059448
910	0.3058765869
911	0.3058491821
912	0.305842041
913	0.3058220215
914	0.3058042297
915	0.3057763062
916	0.3057614441
917	0.3057449951
918	0.3056547546
919	0.3056351318
920	0.3056205444
921	0.3056145935
922	0.3056090088
923	0.3055637207
924	0.3055372314
925	0.3055359192
926	0.305506958
927	0.3054884033
928	0.305465332
929	0.30543927
930	0.3054110107
931	0.3053843384
932	0.3053625488
933	0.3053268127
934	0.3052815552
935	0.3052503662
936	0.3052301025
937	0.305215271
938	0.3052036133
939	0.305177887
940	0.3051638794
941	0.3051528625
942	0.3051282349
943	0.3051030579
944	0.3050692749
945	0.3050544434
946	0.3050423584
947	0.3050135498
948	0.304977356
949	0.3049418335
950	0.3049083862
951	0.3048768921
952	0.3048529053
953	0.3048347778
954	0.3048254089
955	0.304802063
956	0.304717804
957	0.3046721802
958	0.30467099
959	0.3046455994
960	0.3046322327
961	0.3045906982
962	0.3045560913
963	0.3045378418
964	0.3045060425
965	0.3044768677
966	0.3044586792
967	0.3043673706
968	0.304338501
969	0.3043172913
970	0.3042870483
971	0.3042539978
972	0.3042339783
973	0.3042210693
974	0.3042189331
975	0.3042003174
976	0.3041721191
977	0.3041544495
978	0.3041338806
979	0.3041045532
980	0.3040809326
981	0.3040417786
982	0.3040255737
983	0.3040168457
984	0.3040062256
985	0.303991333
986	0.3039754028
987	0.3039499512
988	0.3039312744
989	0.3039230347
990	0.3039093018
991	0.3038845825
992	0.3038440552
993	0.303828949
994	0.3037508545
995	0.3037426147
996	0.3037154541
997	0.3036921387
998	0.3036642761
999	0.3036256104
